Date,Open,High,Low,Close,Volume
2018-03-27,0.5876600000000001,0.60225,0.55601,0.5695600000000001,34071885.39965162
2018-03-28,0.5693600000000001,0.58903,0.56343,0.5735399999999999,19297768.20792236
2018-03-29,0.57276,0.57489,0.49696,0.50252,58595689.24180786
2018-03-30,0.50264,0.52636,0.47,0.49846,70376634.03452072
2018-03-31,0.49938,0.522,0.49156000000000005,0.5001899999999999,34838032.8599587
2018-04-01,0.5001899999999999,0.50975,0.4541,0.47818,35109588.38076577
2018-04-02,0.47823999999999994,0.50439,0.4701,0.49338000000000004,27531993.7429505
2018-04-03,0.4933,0.55411,0.49123,0.5467,51964895.50314045
2018-04-04,0.54673,0.5525,0.485,0.48994,40359517.69098081
2018-04-05,0.48983999999999994,0.498,0.47381999999999996,0.48841999999999997,33411523.27911271
2018-04-06,0.48901999999999995,0.49606999999999996,0.45799999999999996,0.47281000000000006,24798668.3281155
2018-04-07,0.47306000000000004,0.4972,0.47067,0.48476,23436792.79616014
2018-04-08,0.48476,0.50366,0.4831,0.49751999999999996,16898021.56434271
2018-04-09,0.49728999999999995,0.51195,0.47323000000000004,0.48595,28533028.93531915
2018-04-10,0.48644,0.49359,0.47736000000000006,0.49105,13109332.40427326
2018-04-11,0.49105,0.5578,0.48508999999999997,0.53946,40915795.88573866
2018-04-12,0.53937,0.6654800000000001,0.50229,0.6419699999999999,139760623.72639236
2018-04-13,0.6419,0.70823,0.61223,0.64307,132374874.96617208
2018-04-14,0.64307,0.6729999999999999,0.6201,0.64,54826990.84336182
2018-04-15,0.63999,0.69806,0.63999,0.69365,47077094.78005512
2018-04-16,0.69333,0.6954899999999999,0.6331399999999999,0.66364,41418321.8223985
2018-04-17,0.66364,0.682,0.65,0.65471,39339189.56112536
2018-04-18,0.65471,0.73,0.6515,0.7139,63659562.90322885
2018-04-19,0.7140000000000001,0.7879999999999999,0.7035,0.7839,58413631.55957846
2018-04-20,0.7836,0.93679,0.78203,0.9226,158034454.54456702
2018-04-21,0.92261,0.924,0.807,0.8651399999999999,106859296.69233404
2018-04-22,0.8654299999999999,0.9162399999999999,0.8383799999999999,0.8622200000000001,65787417.58953358
2018-04-23,0.86155,0.88726,0.845,0.87389,48853625.23921102
2018-04-24,0.87529,0.9666299999999999,0.86698,0.92099,120315844.06325291
2018-04-25,0.9201,0.9262600000000001,0.4901,0.79578,146108339.23059067
2018-04-26,0.7936300000000001,0.8485,0.76078,0.84598,74857267.55901587
2018-04-27,0.8452799999999999,0.8624799999999999,0.80252,0.80607,51037932.91449095
2018-04-28,0.80677,0.8894,0.8015,0.86161,49121213.16682811
2018-04-29,0.86262,0.91,0.8236700000000001,0.8685200000000001,49652078.26800612
2018-04-30,0.86835,0.87679,0.81638,0.83149,38894106.2745778
2018-05-01,0.83149,0.84411,0.7812,0.83354,44413758.11184121
2018-05-02,0.83399,0.8684200000000001,0.82415,0.8598,33761803.85418466
2018-05-03,0.8599399999999999,0.8947200000000001,0.8376,0.8817799999999999,55079993.70511757
2018-05-04,0.88176,0.9339,0.85806,0.8895299999999999,68514631.24345696
2018-05-05,0.8896200000000001,0.9309999999999999,0.8885,0.9009999999999999,41276121.14072674
2018-05-06,0.9016799999999999,0.9187,0.84067,0.86411,41992529.87658902
2018-05-07,0.86411,0.8668,0.7959999999999999,0.8262299999999999,48468541.69106906
2018-05-08,0.8261200000000001,0.8463,0.7905,0.8063600000000001,34726543.807522304
2018-05-09,0.8055,0.8185,0.7571899999999999,0.79642,47824867.27278238
2018-05-10,0.7964100000000001,0.80471,0.74636,0.7479600000000001,38996034.95645171
2018-05-11,0.74797,0.7551,0.6461899999999999,0.67801,132178796.89685008
2018-05-12,0.67806,0.7105600000000001,0.62655,0.68293,69741575.51997067
2018-05-13,0.68467,0.74787,0.6621199999999999,0.72752,47799872.42599453
2018-05-14,0.728,0.75,0.68597,0.72695,67606230.40369171
2018-05-15,0.72602,0.75,0.6805,0.68955,39497973.325668104
2018-05-16,0.69008,0.70943,0.657,0.70755,32816293.3974916
2018-05-17,0.70758,0.71222,0.64972,0.65857,33341775.75793222
2018-05-18,0.65799,0.68385,0.6454,0.67653,41288530.14965247
2018-05-19,0.67652,0.69117,0.65952,0.67476,23762445.92503812
2018-05-20,0.67487,0.7064,0.66728,0.69896,25366373.05359256
2018-05-21,0.69897,0.70309,0.66765,0.67499,21330146.89868982
2018-05-22,0.67513,0.67682,0.6350100000000001,0.63767,25851497.04316657
2018-05-23,0.6372800000000001,0.64417,0.5749,0.58953,77136203.01426043
2018-05-24,0.59038,0.63763,0.57501,0.6290399999999999,55023509.95359778
2018-05-25,0.62902,0.6338199999999999,0.59301,0.60553,43499259.21027298
2018-05-26,0.60529,0.62626,0.59729,0.6087199999999999,20132327.82862409
2018-05-27,0.6086699999999999,0.61249,0.59654,0.60407,20228537.70135285
2018-05-28,0.6048100000000001,0.607,0.54535,0.5471699999999999,47194213.73152882
2018-05-29,0.54692,0.60975,0.54403,0.60015,45770427.39272486
2018-05-30,0.6008100000000001,0.62839,0.583,0.60053,33763536.74499122
2018-05-31,0.60045,0.62142,0.5897100000000001,0.611,29087475.53610884
2018-06-01,0.61102,0.625,0.60377,0.62143,24806885.95002967
2018-06-02,0.62144,0.65279,0.61415,0.6430600000000001,29783668.14222156
2018-06-03,0.64247,0.68888,0.6381,0.6884600000000001,32673418.58506218
2018-06-04,0.68845,0.70503,0.63381,0.65466,42885361.64601846
2018-06-05,0.65565,0.68538,0.63221,0.6743600000000001,30928368.10900944
2018-06-06,0.67437,0.6832,0.655,0.6743899999999999,21869784.03400882
2018-06-07,0.67419,0.68883,0.66946,0.67771,20823444.605156302
2018-06-08,0.67718,0.67978,0.65865,0.67382,17320478.19599226
2018-06-09,0.6738,0.68015,0.655,0.65687,11064287.13309922
2018-06-10,0.65688,0.65688,0.5504600000000001,0.58053,62432962.85905297
2018-06-11,0.58053,0.6006600000000001,0.55821,0.59823,27822897.064695697
2018-06-12,0.59822,0.59823,0.5420699999999999,0.55661,33772191.27631434
2018-06-13,0.55625,0.562,0.50374,0.52947,47544975.06081655
2018-06-14,0.52941,0.5684899999999999,0.51884,0.55713,44822854.88136654
2018-06-15,0.55712,0.56,0.52778,0.5334399999999999,26309686.32538388
2018-06-16,0.53298,0.53833,0.518,0.53199,24395824.01232311
2018-06-17,0.53274,0.5411199999999999,0.5212,0.5260199999999999,12048723.81105833
2018-06-18,0.52568,0.55116,0.50374,0.5392,34604416.39756783
2018-06-19,0.5394899999999999,0.561,0.534,0.5492100000000001,19582502.70900378
2018-06-20,0.54929,0.55061,0.5224,0.53962,17863451.36702149
2018-06-21,0.54006,0.54965,0.5300600000000001,0.53423,11378400.17836464
2018-06-22,0.53422,0.53509,0.46902,0.48133000000000004,53063520.6694401
2018-06-23,0.48128000000000004,0.49605,0.47298,0.48995,18689402.16264704
2018-06-24,0.49063999999999997,0.49648000000000003,0.43849,0.47476,42880801.43213607
2018-06-25,0.4748,0.49199,0.47207,0.48053,18211130.81258186
2018-06-26,0.48099,0.48336999999999997,0.45073,0.45216999999999996,15785736.05706349
2018-06-27,0.45173,0.47586999999999996,0.44787,0.4712,22414959.27236284
2018-06-28,0.47108,0.47373000000000004,0.44327,0.44656,18435469.81905618
2018-06-29,0.44609,0.46088,0.424,0.45358000000000004,27870355.78802131
2018-06-30,0.45363000000000003,0.48451000000000005,0.45338,0.46842,28100933.09670071
2018-07-01,0.46807,0.46971,0.44971000000000005,0.46119,16287630.21004267
2018-07-02,0.46129,0.4958,0.45258000000000004,0.49027,27762352.85280635
2018-07-03,0.49046999999999996,0.52,0.4782,0.48444,29547506.62076402
2018-07-04,0.48449,0.50749,0.47473000000000004,0.4924,24068324.1033095
2018-07-05,0.49161000000000005,0.50472,0.4691,0.47671,26624064.03547287
2018-07-06,0.47706000000000004,0.48149,0.45898,0.47635,17868250.96244084
2018-07-07,0.47689,0.48743000000000003,0.46408,0.4852,13936123.68618883
2018-07-08,0.4852,0.4895,0.47433000000000003,0.47867,18664191.42141599
2018-07-09,0.47898999999999997,0.48228000000000004,0.4712,0.47326999999999997,12563143.85148613
2018-07-10,0.4731,0.47405,0.43856000000000006,0.44273,25179043.52750407
2018-07-11,0.44286000000000003,0.45163000000000003,0.43908,0.44903000000000004,14055706.79905051
2018-07-12,0.44923,0.44928999999999997,0.42416000000000004,0.43827,21636227.18791068
2018-07-13,0.43826000000000004,0.44513,0.43075,0.4378,15824411.95807952
2018-07-14,0.4375,0.44378,0.43186,0.43861999999999995,7351547.62849988
2018-07-15,0.43849,0.45021000000000005,0.43567,0.44777,10851981.00456674
2018-07-16,0.44778,0.48481,0.44286000000000003,0.48244,26512076.46312175
2018-07-17,0.48252,0.52,0.46881999999999996,0.5071399999999999,33257798.54203446
2018-07-18,0.50722,0.52467,0.47600000000000003,0.48951000000000006,35751464.5438816
2018-07-19,0.48951000000000006,0.49493000000000004,0.47141000000000005,0.47703,18998951.0774877
2018-07-20,0.47691000000000006,0.47691000000000006,0.4303,0.4445,31476624.41928328
2018-07-21,0.4445,0.45907,0.43415,0.45461999999999997,10594105.37163576
2018-07-22,0.45461999999999997,0.46302,0.44628,0.4488,10764147.0939305
2018-07-23,0.44869,0.4645,0.44173,0.44501999999999997,19066358.49259924
2018-07-24,0.44501999999999997,0.47068000000000004,0.43799999999999994,0.45756,28490557.70775933
2018-07-25,0.45766,0.46893,0.45185,0.45932,17163172.38922295
2018-07-26,0.4592,0.47025,0.447,0.44946,16599703.14082735
2018-07-27,0.44945,0.46043999999999996,0.44472,0.4554,13177966.62038871
2018-07-28,0.45566,0.45926999999999996,0.44803000000000004,0.45856,7815808.31442886
2018-07-29,0.45828,0.4589,0.45042,0.45311999999999997,6910213.21474267
2018-07-30,0.45316000000000006,0.4563,0.43443999999999994,0.44598000000000004,16666420.49662044
2018-07-31,0.44598999999999994,0.4461,0.42713,0.4355,15588516.53008166
2018-08-01,0.43566000000000005,0.4631,0.42577,0.44638,30981192.59415142
2018-08-02,0.44643,0.44872,0.42995,0.43031,12475255.27825681
2018-08-03,0.43027,0.446,0.42523,0.4403,20053328.07330206
2018-08-04,0.44047,0.4452,0.42777,0.4296,10971036.42133497
2018-08-05,0.42958999999999997,0.43743999999999994,0.42708999999999997,0.43482,9920422.24247743
2018-08-06,0.43483,0.43706999999999996,0.40260999999999997,0.41279,29388161.34651402
2018-08-07,0.41286000000000006,0.4157,0.37434,0.37801,48742182.61986845
2018-08-08,0.37801,0.37819,0.31921,0.33226,104456325.82805564
2018-08-09,0.33211,0.35712,0.3278,0.34358,61327676.67465942
2018-08-10,0.34388,0.34600000000000003,0.31246,0.31840999999999997,44633063.16060396
2018-08-11,0.31843,0.31964000000000004,0.28800000000000003,0.2978,46643559.34259652
2018-08-12,0.2979,0.30976,0.29412,0.29556,23473910.63278392
2018-08-13,0.29533000000000004,0.30998000000000003,0.27087,0.27421,35087753.34641995
2018-08-14,0.27421999999999996,0.27756,0.24653000000000003,0.27279000000000003,48344977.51730267
2018-08-15,0.27279000000000003,0.3021,0.27279000000000003,0.28049,58759043.82809577
2018-08-16,0.28010999999999997,0.30317,0.27558,0.2918,37441964.25706596
2018-08-17,0.29177,0.37418,0.29072,0.36723,77887740.5583863
2018-08-18,0.36749,0.371,0.31315,0.32841,70901459.73600265
2018-08-19,0.3286,0.3522,0.318,0.34093,53220367.72047662
2018-08-20,0.34144,0.35086,0.31314000000000003,0.31501999999999997,56065208.07014966
2018-08-21,0.31494,0.33831,0.31304,0.33391,40716658.66263077
2018-08-22,0.33409,0.35713,0.31027,0.31776,65803038.50562718
2018-08-23,0.31761999999999996,0.32948,0.31513,0.32565,45038543.67512737
2018-08-24,0.32565,0.33094,0.31540999999999997,0.3269,36766923.96178923
2018-08-25,0.32677,0.33241,0.32181,0.32721999999999996,11456956.37213552
2018-08-26,0.32727,0.32849,0.3181,0.32271,13053796.78886386
2018-08-27,0.3227,0.34016,0.32141,0.33899999999999997,42922019.13044402
2018-08-28,0.33907,0.35700000000000004,0.33453,0.35089000000000004,63793329.91557975
2018-08-29,0.3509,0.355,0.3381,0.34468000000000004,43671638.78343486
2018-08-30,0.34468000000000004,0.3465,0.32299999999999995,0.3348,38802634.34174345
2018-08-31,0.3348,0.34108,0.3273,0.33498,24106862.33746045
2018-09-01,0.33499,0.354,0.33478,0.34722,29111709.08011142
2018-09-02,0.34703,0.34981999999999996,0.336,0.34208,25624816.38500404
2018-09-03,0.34199,0.34426999999999996,0.33251,0.33431,20703050.81649088
2018-09-04,0.33412,0.34108,0.32771,0.33038,43968856.74098738
2018-09-05,0.33038,0.33352,0.278,0.27888,92916138.43318242
2018-09-06,0.27881999999999996,0.30507,0.26698,0.30167,71329203.52201267
2018-09-07,0.30175,0.30419,0.28071,0.2869,35850950.53479977
2018-09-08,0.28706,0.29396,0.26857,0.27678,28842977.43177364
2018-09-09,0.27676999999999996,0.29100000000000004,0.27075,0.27595,40965040.47524682
2018-09-10,0.2764,0.28245,0.26,0.26976,74926332.12007618
2018-09-11,0.26989,0.275,0.25211,0.2633,53007957.55021566
2018-09-12,0.26309,0.27386,0.25325,0.2699,43950173.0096484
2018-09-13,0.26988,0.2858,0.26724000000000003,0.27947,43480557.31924637
2018-09-14,0.27947,0.28523000000000004,0.271,0.276,33498800.48843959
2018-09-15,0.27601,0.28505,0.27552,0.28029,13704456.94535476
2018-09-16,0.28028000000000003,0.28235,0.27348,0.281,15456733.78234862
2018-09-17,0.2812,0.28355,0.26648,0.2704,37269082.09450696
2018-09-18,0.27033,0.33733,0.26886,0.31901999999999997,149872186.36628148
2018-09-19,0.31901,0.33563000000000004,0.31059000000000003,0.32656,103900980.41599026
2018-09-20,0.3266,0.50297,0.3215,0.44828,301103710.40448755
2018-09-21,0.44883,0.79132,0.42604,0.56497,751553292.0836459
